00:01.3,0,0,0,0,0,444,514,score1:42
00:01.3,0,0,0,0,0,445,513,score2:53
00:01.3,0,0,0,0,0,443,514,
00:01.3,0,0,0,0,0,446,514,
00:01.4,0,0,0,0,0,439,514,
00:01.4,0,0,0,0,0,441,514,
00:01.4,0,0,0,0,0,446,514,
00:01.4,0,0,0,0,0,440,514,
00:01.4,0,0,0,0,0,440,515,
00:01.5,0,0,0,0,0,447,515,
00:01.5,0,0,0,0,0,441,515,
00:01.5,0,0,0,0,0,439,514,
00:01.5,0,0,0,0,0,446,514,
00:01.5,0,0,0,0,0,443,514,
00:01.6,0,0,0,0,0,439,513,
00:01.6,0,0,0,0,0,445,513,
00:01.6,0,0,0,0,0,444,513,
00:01.6,0,0,0,0,0,439,514,
00:01.7,0,0,0,0,0,444,513,
00:01.7,0,0,0,0,0,446,514,
00:01.7,0,0,0,0,0,439,514,
00:01.7,0,0,0,0,0,443,514,
00:01.7,0,0,0,0,0,446,513,
00:01.8,0,0,0,0,0,440,514,
00:01.8,0,0,0,0,0,442,513,
00:01.8,0,0,0,0,0,447,513,
00:01.8,0,0,0,0,0,441,513,
00:01.9,0,0,0,0,0,441,513,
00:01.9,0,0,0,0,0,447,513,
00:01.9,0,0,0,0,0,443,513,
00:01.9,0,0,0,0,0,440,513,
00:01.9,0,0,0,0,0,447,513,
00:02.0,0,0,0,0,0,444,514,
00:02.0,0,0,0,0,0,440,514,
00:02.0,0,0,0,0,0,446,514,
00:02.0,0,0,0,0,0,446,513,
00:02.1,0,0,0,0,0,440,513,
00:02.1,0,0,0,0,0,445,513,
00:02.1,0,0,0,0,0,446,513,
00:02.1,0,0,0,0,0,440,513,
00:02.1,0,0,0,0,0,443,513,
00:02.2,0,0,0,0,0,447,513,
00:02.2,0,0,0,0,0,441,513,
00:02.2,0,0,0,0,0,442,513,
00:02.2,0,0,0,0,0,448,514,
00:02.2,0,0,0,0,0,442,514,
00:02.3,0,0,0,0,0,441,515,
00:02.3,0,0,0,0,0,447,514,
00:02.3,0,0,0,0,0,443,514,
00:02.3,0,0,0,0,0,440,514,
00:02.4,0,0,0,0,0,447,513,
00:02.4,0,0,0,0,0,445,513,
00:02.4,0,0,0,0,0,439,513,
00:02.4,0,0,0,0,0,445,513,
00:02.4,0,0,0,0,0,445,513,
00:02.5,0,0,0,0,0,440,513,
00:02.5,0,0,0,0,0,444,513,
00:02.5,0,0,0,0,0,446,514,
00:02.5,0,0,0,0,0,440,513,
00:02.6,0,0,0,0,0,443,513,
