00:01.3,0,0,0,0,0,88,509,score1: 37
00:01.3,0,0,0,0,0,81,510,score2: 40
00:01.3,0,0,0,0,0,88,511,
00:01.4,0,0,0,0,0,86,511,
00:01.4,0,0,0,0,0,82,510,
00:01.4,0,0,0,0,0,87,510,
00:01.4,0,0,0,0,0,88,510,
00:01.4,0,0,0,0,0,83,510,
00:01.5,0,0,0,0,0,85,510,
00:01.5,0,0,0,0,0,89,509,
00:01.5,0,0,0,0,0,84,509,
00:01.5,0,0,0,0,0,84,509,
00:01.5,0,0,0,0,0,90,509,
00:01.6,0,0,0,0,0,85,509,
00:01.6,0,0,0,0,0,83,509,
00:01.6,0,0,0,0,0,90,509,
00:01.6,0,0,0,0,0,87,509,
00:01.7,0,0,0,0,0,83,509,
00:01.7,0,0,0,0,0,89,509,
00:01.7,0,0,0,0,0,88,509,
00:01.7,0,0,0,0,0,83,509,
00:01.7,0,0,0,0,0,88,509,
00:01.8,0,0,0,0,0,89,509,
00:01.8,0,0,0,0,0,84,509,
00:01.8,0,0,0,0,0,87,509,
00:01.8,0,0,0,0,0,90,509,
00:01.8,0,0,0,0,0,85,509,
00:01.9,0,0,0,0,0,85,510,
00:01.9,0,0,0,0,0,91,512,
00:01.9,0,0,0,0,0,86,512,
00:01.9,0,0,0,0,0,85,514,
00:02.0,0,0,0,0,0,92,515,
00:02.0,0,0,0,0,0,88,515,
00:02.0,0,0,0,0,0,84,514,
00:02.0,0,0,0,0,0,91,513,
00:02.0,0,0,0,0,0,89,513,
00:02.1,0,0,0,0,0,84,512,
00:02.1,0,0,0,0,0,90,511,
00:02.1,0,0,0,0,0,90,511,
00:02.1,0,0,0,0,0,85,510,
00:02.2,0,0,0,0,0,88,510,
00:02.2,0,0,0,0,0,92,510,
00:02.2,0,0,0,0,0,87,510,
00:02.2,0,0,0,0,0,87,510,
00:02.2,0,0,0,0,0,93,510,
00:02.3,0,0,0,0,0,87,511,
00:02.3,0,0,0,0,0,86,511,
00:02.3,0,0,0,0,0,93,511,
00:02.3,0,0,0,0,0,89,511,
00:02.4,0,0,0,0,0,85,510,
00:02.4,0,0,0,0,0,92,510,
00:02.4,0,0,0,0,0,90,510,
00:02.4,0,0,0,0,0,86,510,
00:02.4,0,0,0,0,0,91,510,
00:02.5,0,0,0,0,0,91,510,
00:02.5,0,0,0,0,0,86,510,
00:02.5,0,0,0,0,0,90,510,
00:02.5,0,0,0,0,0,92,510,
00:02.5,0,0,0,0,0,87,510,
00:02.6,0,0,0,0,0,88,510,
00:02.6,0,0,0,0,0,94,509,
00:02.6,0,0,0,0,0,89,509,
00:02.6,0,0,0,0,0,87,509,
00:02.7,0,0,0,0,0,94,509,
00:02.7,0,0,0,0,0,90,509,
00:02.7,0,0,0,0,0,86,508,
00:02.7,0,0,0,0,0,93,508,
00:02.7,0,0,0,0,0,91,509,
00:02.8,0,0,0,0,0,86,510,
00:02.8,0,0,0,0,0,92,512,
00:02.8,0,0,0,0,0,92,512,
00:02.8,0,0,0,0,0,87,513,
00:02.9,0,0,0,0,0,91,513,
00:02.9,0,0,0,0,0,93,512,
00:02.9,0,0,0,0,0,88,511,
00:02.9,0,0,0,0,0,89,511,
00:02.9,0,0,0,0,0,94,511,
00:03.0,0,0,0,0,0,89,510,
00:03.0,0,0,0,0,0,88,509,
00:03.0,0,0,0,0,0,95,509,
00:03.0,0,0,0,0,0,91,509,
00:03.1,0,0,0,0,0,87,509,
00:03.1,0,0,0,0,0,94,509,
00:03.1,0,0,0,0,0,92,510,
00:03.1,0,0,0,0,0,87,509,
00:03.1,0,0,0,0,0,93,509,
00:03.2,0,0,0,0,0,93,509,
00:03.2,0,0,0,0,0,88,510,
00:03.2,0,0,0,0,0,92,509,
00:03.2,0,0,0,0,0,94,509,
00:03.2,0,0,0,0,0,89,509,
00:03.3,0,0,0,0,0,90,509,
00:03.3,0,0,0,0,0,95,509,
00:03.3,0,0,0,0,0,90,509,
00:03.3,0,0,0,0,0,89,509,
00:03.4,0,0,0,0,0,96,510,
00:03.4,0,0,0,0,0,91,508,
00:03.4,0,0,0,0,0,88,508,
00:03.4,0,0,0,0,0,95,509,
