00:01.2,0,0,0,0,0,329,506,score1:53
00:01.3,0,0,0,0,0,327,507,score2:46
00:01.3,0,0,0,0,0,328,507,
00:01.3,0,0,0,0,0,332,508,
00:01.3,0,0,0,0,0,328,507,
00:01.3,0,0,0,0,0,328,507,
00:01.4,0,0,0,0,0,333,508,
00:01.4,0,0,0,0,0,329,507,
00:01.4,0,0,0,0,0,328,506,
00:01.4,0,0,0,0,0,333,507,
00:01.5,0,0,0,0,0,330,507,
00:01.5,0,0,0,0,0,327,507,
00:01.5,0,0,0,0,0,333,507,
00:01.5,0,0,0,0,0,332,507,
00:01.5,0,0,0,0,0,328,508,
00:01.6,0,0,0,0,0,332,507,
00:01.6,0,0,0,0,0,333,507,
00:01.6,0,0,0,0,0,329,507,
00:01.6,0,0,0,0,0,332,508,
00:01.6,0,0,0,0,0,334,507,
00:01.7,0,0,0,0,0,329,507,
00:01.7,0,0,0,0,0,331,507,
00:01.7,0,0,0,0,0,335,507,
00:01.7,0,0,0,0,0,331,507,
00:01.8,0,0,0,0,0,331,507,
00:01.8,0,0,0,0,0,336,507,
00:01.8,0,0,0,0,0,333,509,
00:01.8,0,0,0,0,0,331,510,
00:01.8,0,0,0,0,0,336,512,
00:01.9,0,0,0,0,0,334,514,
00:01.9,0,0,0,0,0,331,513,
00:01.9,0,0,0,0,0,336,512,
00:01.9,0,0,0,0,0,336,511,
00:02.0,0,0,0,0,0,332,510,
00:02.0,0,0,0,0,0,335,510,
00:02.0,0,0,0,0,0,337,509,
00:02.0,0,0,0,0,0,333,509,
00:02.0,0,0,0,0,0,335,507,
00:02.1,0,0,0,0,0,339,508,
00:02.1,0,0,0,0,0,333,507,
00:02.1,0,0,0,0,0,335,506,
00:02.1,0,0,0,0,0,339,507,
00:02.2,0,0,0,0,0,335,507,
00:02.2,0,0,0,0,0,334,507,
00:02.2,0,0,0,0,0,340,507,
00:02.2,0,0,0,0,0,337,507,
00:02.2,0,0,0,0,0,334,507,
00:02.3,0,0,0,0,0,340,507,
00:02.3,0,0,0,0,0,338,508,
00:02.3,0,0,0,0,0,335,507,
00:02.3,0,0,0,0,0,339,507,
00:02.4,0,0,0,0,0,339,507,
00:02.4,0,0,0,0,0,335,508,
00:02.4,0,0,0,0,0,339,507,
00:02.4,0,0,0,0,0,341,507,
00:02.4,0,0,0,0,0,336,507,
00:02.5,0,0,0,0,0,338,507,
00:02.5,0,0,0,0,0,342,507,
00:02.5,0,0,0,0,0,337,507,
00:02.5,0,0,0,0,0,337,507,
00:02.5,0,0,0,0,0,342,507,
00:02.6,0,0,0,0,0,338,507,
00:02.6,0,0,0,0,0,337,507,
00:02.6,0,0,0,0,0,342,508,
00:02.6,0,0,0,0,0,340,507,
00:02.7,0,0,0,0,0,337,507,
00:02.7,0,0,0,0,0,342,507,
00:02.7,0,0,0,0,0,341,507,
00:02.7,0,0,0,0,0,337,507,
00:02.7,0,0,0,0,0,342,507,
00:02.8,0,0,0,0,0,342,508,
00:02.8,0,0,0,0,0,337,507,
00:02.8,0,0,0,0,0,341,507,
00:02.8,0,0,0,0,0,343,507,
00:02.9,0,0,0,0,0,338,507,
00:02.9,0,0,0,0,0,340,507,
00:02.9,0,0,0,0,0,344,508,
00:02.9,0,0,0,0,0,338,509,
00:02.9,0,0,0,0,0,339,511,
00:03.0,0,0,0,0,0,343,513,
00:03.0,0,0,0,0,0,339,513,
00:03.0,0,0,0,0,0,337,513,
00:03.0,0,0,0,0,0,342,512,
00:03.1,0,0,0,0,0,339,511,
00:03.1,0,0,0,0,0,336,510,
00:03.1,0,0,0,0,0,341,509,
00:03.1,0,0,0,0,0,339,510,
00:03.1,0,0,0,0,0,335,509,
00:03.2,0,0,0,0,0,339,509,
00:03.2,0,0,0,0,0,339,508,
00:03.2,0,0,0,0,0,334,507,
00:03.2,0,0,0,0,0,336,506,
00:03.2,0,0,0,0,0,338,507,
00:03.3,0,0,0,0,0,333,507,
00:03.3,0,0,0,0,0,334,507,
00:03.3,0,0,0,0,0,337,507,
00:03.3,0,0,0,0,0,331,508,
00:03.4,0,0,0,0,0,331,508,
00:03.4,0,0,0,0,0,335,508,
00:03.4,0,0,0,0,0,331,508,
00:03.4,0,0,0,0,0,329,508,
00:03.4,0,0,0,0,0,333,507,
00:03.5,0,0,0,0,0,330,507,
00:03.5,0,0,0,0,0,326,507,
00:03.5,0,0,0,0,0,331,507,
00:03.5,0,0,0,0,0,329,508,
00:03.6,0,0,0,0,0,325,507,
00:03.6,0,0,0,0,0,328,508,
00:03.6,0,0,0,0,0,329,507,
00:03.6,0,0,0,0,0,323,506,
00:03.6,0,0,0,0,0,326,508,
00:03.7,0,0,0,0,0,328,508,
00:03.7,0,0,0,0,0,322,507,
00:03.7,0,0,0,0,0,323,507,
00:03.7,0,0,0,0,0,327,508,
00:03.8,0,0,0,0,0,321,507,
00:03.8,0,0,0,0,0,321,508,
00:03.8,0,0,0,0,0,325,507,
00:03.8,0,0,0,0,0,321,507,
00:03.8,0,0,0,0,0,319,507,
00:03.9,0,0,0,0,0,324,507,
00:03.9,0,0,0,0,0,322,507,
00:03.9,0,0,0,0,0,318,508,
00:03.9,0,0,0,0,0,322,509,
00:03.9,0,0,0,0,0,322,511,
00:04.0,0,0,0,0,0,317,513,
00:04.0,0,0,0,0,0,321,514,
00:04.0,0,0,0,0,0,322,514,
00:04.0,0,0,0,0,0,317,513,
00:04.1,0,0,0,0,0,320,512,
00:04.1,0,0,0,0,0,323,511,
00:04.1,0,0,0,0,0,317,511,
00:04.1,0,0,0,0,0,318,510,
00:04.1,0,0,0,0,0,322,510,
00:04.2,0,0,0,0,0,318,510,
00:04.2,0,0,0,0,0,317,508,
00:04.2,0,0,0,0,0,322,508,
00:04.2,0,0,0,0,0,319,508,
00:04.3,0,0,0,0,0,317,508,
00:04.3,0,0,0,0,0,322,508,
00:04.3,0,0,0,0,0,320,509,
00:04.3,0,0,0,0,0,316,508,
00:04.3,0,0,0,0,0,321,509,
00:04.4,0,0,0,0,0,321,508,
00:04.4,0,d,0,0,0,316,508,
00:04.4,0,d,0,0,0,320,507,
00:04.4,0,d,0,0,0,322,507,
00:04.5,0,d,0,0,0,317,508,
00:04.5,0,d,0,0,0,319,508,
00:04.5,0,d,0,0,0,322,509,
00:04.5,0,d,0,0,0,317,508,
00:04.5,0,d,0,0,0,318,508,
00:04.6,0,d,0,0,0,323,508,
00:04.6,0,d,0,0,0,318,508,
00:04.6,0,d,0,0,0,317,508,
00:04.6,0,0,0,0,0,322,508,
00:04.7,0,0,0,0,0,319,508,
00:04.7,0,0,0,0,0,317,508,
00:04.7,0,0,0,0,0,322,508,
00:04.7,0,0,0,0,0,320,507,
00:04.7,0,0,0,0,0,317,507,
00:04.8,0,0,0,0,0,321,508,
00:04.8,0,0,0,0,0,322,508,
00:04.8,0,0,0,0,0,317,508,
00:04.8,0,0,0,0,0,320,508,
00:04.8,0,0,0,0,0,322,507,
00:04.9,0,0,0,0,0,317,508,
00:04.9,0,0,0,0,0,319,510,
00:04.9,0,0,0,0,0,323,512,
00:04.9,0,0,0,0,0,318,514,
00:05.0,0,0,0,0,0,318,514,
00:05.0,0,0,0,0,0,323,514,
00:05.0,0,0,0,0,0,319,514,
00:05.0,0,0,0,0,0,318,513,
00:05.0,0,0,0,0,0,323,512,
00:05.1,0,0,0,0,0,320,511,
00:05.1,0,0,0,0,0,318,511,
00:05.1,0,0,0,0,0,323,511,
00:05.1,0,0,0,0,0,322,510,
00:05.2,0,0,0,0,0,318,510,
00:05.2,0,0,0,0,0,322,509,
00:05.2,0,0,0,0,0,323,508,
00:05.2,0,0,0,0,0,318,507,
00:05.2,0,0,0,0,0,322,508,
00:05.3,0,0,0,0,0,324,508,
00:05.3,0,0,0,0,0,319,508,
00:05.3,0,0,0,0,0,321,508,
00:05.3,0,0,0,0,0,325,508,
00:05.4,0,0,0,0,0,320,508,
00:05.4,0,0,0,0,0,320,508,
00:05.4,0,0,0,0,0,325,508,
00:05.4,0,0,0,0,0,321,508,
00:05.4,0,0,0,0,0,320,507,
00:05.5,0,0,0,0,0,325,508,
00:05.5,0,0,0,0,0,323,508,
00:05.5,0,0,0,0,0,320,507,
00:05.5,0,0,0,0,0,325,508,
00:05.6,0,0,0,0,0,324,508,
00:05.6,0,0,0,0,0,320,508,
00:05.6,0,0,0,0,0,324,507,
00:05.6,0,0,0,0,0,325,508,
00:05.6,0,0,0,0,0,321,508,
00:05.7,0,0,0,0,0,323,508,
00:05.7,0,0,0,0,0,326,507,
00:05.7,0,0,0,0,0,321,508,
00:05.7,0,0,0,0,0,322,507,
00:05.7,0,0,0,0,0,327,508,
00:05.8,0,0,0,0,0,322,508,
00:05.8,0,0,0,0,0,321,507,
00:05.8,0,0,0,0,0,326,507,
00:05.8,0,0,0,0,0,323,508,
00:05.9,0,0,0,0,0,321,507,
00:05.9,0,0,0,0,0,326,507,
00:05.9,0,0,0,0,0,324,507,
00:05.9,0,0,0,0,0,321,508,
00:05.9,0,0,0,0,0,325,509,
00:06.0,0,0,0,0,0,325,511,
00:06.0,0,0,0,0,0,321,513,
00:06.0,0,0,0,0,0,324,514,
00:06.0,0,0,0,e,0,326,514,
00:06.1,0,0,0,e,0,321,513,
00:06.1,0,0,0,e,0,323,511,
00:06.1,0,0,0,e,0,327,511,
00:06.1,0,0,0,e,0,322,510,
00:06.1,0,0,0,0,0,323,511,
00:06.2,0,0,0,0,0,327,510,
00:06.2,0,0,0,0,0,322,510,
00:06.2,0,0,0,0,0,322,509,
00:06.2,0,0,0,0,0,327,508,
00:06.3,0,0,0,0,0,324,507,
00:06.3,0,0,0,0,0,321,507,
00:06.3,0,0,0,0,0,326,507,
00:06.3,0,0,0,0,0,325,507,
00:06.3,0,0,0,0,0,321,508,
00:06.4,0,0,0,0,0,326,507,
00:06.4,0,0,0,0,0,326,507,
00:06.4,0,0,0,0,0,321,507,
00:06.4,0,0,0,0,0,325,508,
00:06.4,0,0,0,0,0,327,507,
00:06.5,0,0,0,0,0,322,507,
00:06.5,0,0,0,0,0,324,507,
00:06.5,0,0,0,0,0,327,507,
00:06.5,0,0,0,0,0,322,507,
00:06.6,0,0,0,0,0,323,507,
00:06.6,0,0,0,0,0,327,507,
00:06.6,0,0,0,0,0,323,507,
00:06.6,0,0,0,0,0,322,507,
