00:01.2,0,0,0,0,0,401,509,score1:47
00:01.3,0,0,0,0,0,402,509,score2:50
00:01.3,0,0,0,0,0,401,509,
00:01.3,0,0,0,0,0,398,509,
00:01.3,0,0,0,0,0,401,509,
00:01.4,0,0,0,0,0,400,509,
00:01.4,0,0,0,0,0,397,509,
00:01.4,0,0,0,0,0,399,509,
00:01.4,0,0,0,0,0,400,509,
00:01.5,0,0,0,0,0,396,509,
00:01.5,0,0,0,0,0,398,509,
00:01.5,0,0,0,0,0,400,510,
00:01.5,0,0,0,0,0,396,510,
00:01.5,0,0,0,0,0,397,510,
00:01.6,0,0,0,0,0,400,510,
00:01.6,0,0,0,0,0,396,508,
00:01.6,0,0,0,0,0,399,508,
00:01.6,0,0,0,0,0,397,508,
00:01.7,0,0,0,0,0,396,508,
00:01.7,0,0,0,0,0,399,508,
00:01.7,0,0,0,0,0,398,509,
00:01.7,0,0,0,0,0,395,509,
00:01.8,0,0,0,0,0,398,509,
00:01.8,0,0,0,0,0,399,509,
00:01.8,0,0,0,0,0,395,509,
00:01.8,0,0,0,0,0,397,510,
00:01.8,0,0,0,0,0,399,509,
00:01.9,0,0,0,0,0,396,509,
00:01.9,0,0,0,0,0,397,509,
00:01.9,0,0,0,0,0,400,509,
00:01.9,0,0,0,0,0,396,509,
00:02.0,0,0,0,0,0,396,509,
00:02.0,0,0,0,0,0,400,509,
00:02.0,0,0,0,0,0,397,509,
00:02.0,0,0,0,0,0,396,509,
00:02.0,0,0,0,0,0,399,509,
00:02.1,0,0,0,0,0,397,509,
00:02.1,0,0,0,0,0,399,508,
00:02.1,0,0,0,0,0,398,509,
00:02.1,0,0,0,0,0,396,509,
00:02.2,0,0,0,0,0,398,509,
00:02.2,0,0,0,0,0,399,509,
00:02.2,0,0,0,0,0,396,509,
00:02.2,0,0,0,0,0,398,509,
00:02.3,0,0,0,0,0,401,509,
00:02.3,0,0,0,0,0,397,509,
00:02.3,0,0,0,0,0,398,510,
00:02.3,0,0,0,0,0,401,509,
00:02.3,0,0,0,0,0,398,509,
00:02.4,0,0,0,0,0,398,509,
00:02.4,0,0,0,0,0,401,508,
00:02.4,0,0,0,0,0,400,508,
00:02.4,0,0,0,0,0,398,508,
00:02.5,0,0,0,0,0,402,509,
00:02.5,0,0,0,0,0,401,508,
00:02.5,0,0,0,0,0,398,509,
00:02.5,0,0,0,0,0,402,509,
00:02.5,0,0,0,0,0,402,509,
00:02.6,0,0,0,0,0,399,509,
00:02.6,0,0,0,0,0,401,509,
00:02.6,0,0,0,0,0,403,509,
00:02.6,0,0,0,0,0,400,509,
00:02.7,0,0,0,0,0,401,509,
00:02.7,0,0,0,0,0,404,509,
00:02.7,0,0,0,0,0,401,509,
00:02.7,0,0,0,0,0,401,509,
00:02.7,0,0,0,0,0,405,509,
00:02.8,0,0,0,0,0,402,509,
00:02.8,0,0,0,0,0,401,509,
00:02.8,0,0,0,0,0,405,509,
00:02.8,0,0,0,0,0,403,509,
00:02.9,0,0,0,0,0,401,509,
00:02.9,0,0,0,0,0,405,509,
00:02.9,0,0,0,0,0,404,509,
00:02.9,0,0,0,0,0,401,509,
00:02.9,0,0,0,0,0,404,509,
00:03.0,0,0,0,0,0,405,509,
00:03.0,0,0,0,0,0,402,509,
00:03.0,0,0,0,0,0,404,509,
00:03.0,0,0,0,0,0,406,509,
00:03.1,0,0,0,0,0,402,510,
00:03.1,0,0,0,0,0,404,509,
00:03.1,0,0,0,0,0,407,509,
00:03.1,0,0,0,0,0,403,509,
00:03.1,0,0,0,0,0,403,508,
00:03.2,0,0,0,0,0,407,509,
00:03.2,0,0,0,0,0,404,508,
00:03.2,0,0,0,0,0,403,509,
00:03.2,0,0,0,0,0,407,508,
00:03.2,0,0,0,0,0,405,509,
00:03.3,0,0,0,0,0,403,509,
00:03.3,0,0,0,0,0,406,509,
00:03.3,0,0,0,0,0,407,509,
00:03.3,0,0,0,0,0,404,509,
00:03.4,0,0,0,0,0,406,509,
00:03.4,0,0,0,0,0,408,509,
00:03.4,0,0,0,0,0,404,509,
00:03.4,0,0,0,0,0,405,508,
00:03.4,0,0,0,0,0,408,509,
00:03.5,0,0,0,0,0,405,509,
00:03.5,0,0,0,0,0,405,509,
00:03.5,0,0,0,0,0,408,509,
00:03.5,0,0,0,0,0,406,509,
00:03.6,0,0,0,0,0,405,509,
00:03.6,0,0,0,0,0,408,509,
00:03.6,0,0,0,0,0,406,509,
00:03.6,0,0,0,0,0,405,508,
00:03.6,0,0,0,0,0,408,509,
00:03.7,0,0,0,0,0,407,509,
00:03.7,0,0,0,0,0,405,509,
00:03.7,0,0,0,0,0,408,509,
00:03.7,0,0,0,0,0,408,509,
00:03.8,0,0,0,0,0,405,509,
00:03.8,0,0,0,0,0,407,509,
00:03.8,0,0,0,0,0,409,509,
00:03.8,0,0,0,0,0,406,509,
00:03.9,0,0,0,0,0,409,509,
00:03.9,0,0,0,0,0,406,509,
00:03.9,0,0,0,0,0,406,509,
00:03.9,0,0,0,0,0,409,509,
00:03.9,0,0,0,0,0,407,509,
00:04.0,0,0,0,0,0,406,509,
00:04.0,0,0,0,0,0,409,509,
00:04.0,0,0,0,0,0,408,508,
00:04.0,0,0,0,0,0,406,509,
00:04.0,0,0,0,0,0,409,509,
00:04.1,0,0,0,0,0,409,509,
00:04.1,0,0,0,0,0,406,509,
00:04.1,0,0,0,0,0,408,508,
00:04.1,0,0,0,0,0,410,509,
00:04.2,0,0,0,0,0,406,509,
00:04.2,0,0,0,0,0,408,509,
00:04.2,0,0,0,0,0,410,509,
00:04.2,0,0,0,0,0,407,509,
00:04.2,0,0,0,0,0,407,509,
00:04.3,0,0,0,0,0,411,508,
00:04.3,0,0,0,0,0,407,509,
00:04.3,0,0,0,0,0,406,508,
00:04.3,0,0,0,0,0,411,509,
00:04.4,0,0,0,0,0,408,509,
00:04.4,0,0,0,0,0,406,509,
00:04.4,0,0,0,0,0,410,509,
00:04.4,0,0,0,0,0,409,509,
00:04.4,0,0,0,0,0,406,508,
00:04.5,0,0,0,0,0,409,509,
00:04.5,0,0,0,0,0,410,509,
00:04.5,0,0,0,0,0,407,509,
00:04.5,0,0,0,0,0,409,509,
00:04.6,0,0,0,0,0,411,509,
00:04.6,0,0,0,0,0,407,509,
00:04.6,0,0,0,0,0,408,509,
00:04.6,0,0,0,0,0,411,509,
00:04.6,0,0,0,0,0,408,508,
00:04.7,0,0,0,0,0,407,509,
00:04.7,0,0,0,0,0,411,509,
00:04.7,0,0,0,0,0,409,509,
00:04.7,0,0,0,0,0,407,509,
00:04.7,0,0,0,0,0,411,509,
00:04.8,0,0,0,0,0,410,509,
00:04.8,0,0,0,0,0,407,509,
00:04.8,0,0,0,0,0,410,509,
00:04.8,0,0,0,0,0,411,509,
00:04.9,0,0,0,0,0,407,509,
00:04.9,0,0,0,0,0,410,508,
00:04.9,0,0,0,0,0,411,508,
00:04.9,0,0,0,0,0,408,509,
00:04.9,0,0,0,0,0,409,509,
00:05.0,0,0,0,0,0,412,509,
00:05.0,0,0,0,0,0,408,508,
00:05.0,0,0,0,0,0,408,509,
00:05.0,0,0,0,0,0,412,509,
00:05.1,0,0,0,0,0,409,509,
00:05.1,0,0,0,0,0,408,509,
00:05.1,0,0,0,0,0,412,509,
00:05.1,0,0,0,0,0,410,508,
00:05.1,0,0,0,0,0,408,509,
00:05.2,0,0,0,0,0,411,509,
00:05.2,0,0,0,0,0,411,509,
00:05.2,0,0,0,0,0,408,509,
00:05.2,0,0,0,0,0,411,509,
00:05.3,0,0,0,0,0,412,509,
00:05.3,0,0,0,0,0,408,509,
00:05.3,0,0,0,0,0,410,509,
00:05.3,0,0,0,0,0,412,509,
00:05.3,0,0,0,0,0,409,509,
00:05.4,0,0,0,0,0,409,509,
00:05.4,0,0,0,0,0,413,509,
00:05.4,0,0,0,0,0,409,509,
00:05.4,0,0,0,0,0,409,509,
00:05.4,0,0,0,0,0,412,509,
00:05.5,0,0,0,0,0,410,509,
00:05.5,0,0,0,0,0,408,508,
00:05.5,0,0,0,0,0,412,509,
00:05.5,0,0,0,0,0,411,509,
00:05.6,0,0,0,0,0,408,508,
00:05.6,0,0,0,0,0,411,509,
00:05.6,0,0,0,0,0,411,509,
00:05.6,0,0,0,0,0,408,508,
00:05.6,0,0,0,0,0,410,508,
00:05.7,0,0,0,0,0,412,509,
00:05.7,0,0,0,0,0,408,509,
00:05.7,0,0,0,0,0,409,509,
00:05.7,0,0,0,0,0,412,509,
00:05.8,0,0,0,0,0,408,509,
00:05.8,0,0,0,0,0,409,508,
00:05.8,0,0,0,0,0,412,509,
00:05.8,0,0,0,0,0,409,509,
00:05.8,0,0,0,0,0,408,509,
00:05.9,0,0,0,0,0,412,509,
00:05.9,0,0,0,0,0,410,508,
00:05.9,0,0,0,0,0,408,509,
00:05.9,0,0,0,0,0,411,509,
00:06.0,0,0,0,0,0,411,509,
00:06.0,0,0,0,0,0,407,509,
00:06.0,0,0,0,0,0,410,509,
00:06.0,0,0,0,0,0,412,509,
00:06.0,0,0,0,0,0,408,509,
00:06.1,0,0,0,0,0,410,508,
00:06.1,0,0,0,0,0,412,509,
00:06.1,0,0,0,0,0,408,508,
00:06.1,0,0,0,0,0,409,509,
00:06.1,0,0,0,0,0,412,509,
00:06.2,0,0,0,0,0,409,508,
00:06.2,0,0,0,0,0,408,509,
00:06.2,0,0,0,0,0,412,509,
00:06.2,0,0,0,0,0,410,509,
00:06.3,0,0,0,0,0,408,509,
