00:01.2,0,0,0,0,0,205,510,score1:40
00:01.3,0,0,0,0,0,203,509,score2:41
00:01.3,0,0,0,0,0,207,510,
00:01.3,0,0,0,0,0,204,509,
00:01.3,0,0,0,0,0,204,509,
00:01.4,0,0,0,0,0,207,509,
00:01.4,0,0,0,0,0,204,509,
00:01.4,0,0,0,0,0,204,510,
00:01.4,0,0,0,0,0,207,509,
00:01.5,0,0,0,0,0,205,509,
00:01.5,0,0,0,0,0,203,509,
00:01.5,0,0,0,0,0,207,509,
00:01.5,0,0,0,0,0,206,509,
00:01.5,0,0,0,0,0,203,510,
00:01.6,0,0,0,0,0,206,510,
00:01.6,0,0,0,0,0,207,510,
00:01.6,0,0,0,0,0,203,510,
00:01.6,0,0,0,0,0,206,510,
00:01.7,0,0,0,0,0,207,510,
00:01.7,0,0,0,0,0,204,510,
00:01.7,0,0,0,0,0,205,509,
00:01.7,0,0,0,0,0,207,509,
00:01.7,0,0,0,0,0,205,509,
00:01.8,0,0,0,0,0,204,509,
00:01.8,0,0,0,0,0,208,509,
00:01.8,0,0,0,0,0,205,509,
00:01.8,0,0,0,0,0,204,509,
00:01.9,0,0,0,0,0,207,508,
00:01.9,0,0,0,0,0,206,509,
00:01.9,0,0,0,0,0,204,509,
00:01.9,0,0,0,0,0,207,509,
00:01.9,0,0,0,0,0,207,509,
00:02.0,0,0,0,0,0,204,509,
00:02.0,0,0,0,0,0,206,509,
00:02.0,0,0,0,0,0,208,509,
00:02.0,0,0,0,0,0,204,509,
00:02.1,0,0,0,0,0,206,509,
00:02.1,0,0,0,0,0,208,509,
00:02.1,0,0,0,0,0,205,510,
00:02.1,0,0,0,0,0,206,509,
00:02.2,0,0,0,0,0,209,510,
00:02.2,0,0,0,0,0,206,512,
00:02.2,0,0,0,0,0,205,512,
00:02.2,0,0,0,0,0,209,513,
00:02.2,0,0,0,0,0,206,512,
00:02.3,0,0,0,0,0,205,511,
00:02.3,0,0,0,0,0,209,511,
00:02.3,0,0,0,0,0,208,510,
00:02.3,0,0,0,0,0,205,509,
00:02.3,0,0,0,0,0,208,509,
00:02.4,0,0,0,0,0,209,508,
00:02.4,0,0,0,0,0,205,508,
00:02.4,0,0,0,0,0,208,509,
00:02.4,0,0,0,0,0,209,509,
00:02.5,0,0,0,0,0,206,509,
00:02.5,0,0,0,0,0,207,510,
00:02.5,0,0,0,0,0,209,509,
00:02.5,0,0,0,0,0,206,510,
00:02.6,0,0,0,0,0,206,510,
00:02.6,0,0,0,0,0,209,510,
00:02.6,0,0,0,0,0,206,510,
00:02.6,0,0,0,0,0,210,509,
00:02.6,0,0,0,0,0,208,509,
00:02.7,0,0,0,0,0,206,509,
00:02.7,0,0,0,0,0,209,509,
00:02.7,0,0,0,0,0,209,509,
00:02.7,0,0,0,0,0,206,510,
00:02.7,0,0,0,0,0,208,509,
00:02.8,0,0,0,0,0,209,510,
00:02.8,0,0,0,0,0,206,510,
00:02.8,0,0,0,0,0,208,509,
00:02.8,0,0,0,0,0,210,509,
00:02.9,0,0,0,0,0,207,510,
00:02.9,0,0,0,0,0,208,509,
00:02.9,0,0,0,0,0,210,509,
00:02.9,0,0,0,0,0,207,510,
00:02.9,0,0,0,0,0,207,510,
00:03.0,0,0,0,0,0,211,510,
00:03.0,0,0,0,0,0,208,509,
00:03.0,0,0,0,0,0,207,509,
00:03.0,0,0,0,0,0,210,509,
00:03.1,0,0,0,0,0,209,509,
00:03.1,0,0,0,0,0,207,509,
00:03.1,0,0,0,0,0,210,509,
00:03.1,0,0,0,0,0,209,509,
00:03.1,0,0,0,0,0,206,509,
00:03.2,0,0,0,0,0,209,509,
00:03.2,0,0,0,0,0,211,510,
00:03.2,0,0,0,0,0,207,509,
00:03.2,0,0,0,0,0,208,509,
00:03.3,0,0,0,0,0,211,509,
00:03.3,0,0,0,0,0,207,509,
00:03.3,0,0,0,0,0,207,509,
00:03.3,0,0,0,0,0,211,509,
00:03.3,0,0,0,0,0,208,509,
00:03.4,0,0,0,0,0,207,509,
00:03.4,0,0,0,0,0,210,509,
00:03.4,0,0,0,0,0,208,509,
00:03.4,0,0,0,0,0,206,509,
00:03.4,0,0,0,0,0,210,509,
00:03.5,0,0,0,0,0,209,509,
00:03.5,0,0,0,0,0,206,509,
00:03.5,0,0,0,0,0,209,510,
00:03.5,0,0,0,0,0,210,509,
00:03.6,0,0,0,0,0,206,510,
00:03.6,0,0,0,0,0,208,509,
00:03.6,0,0,0,0,0,210,510,
00:03.6,0,0,0,0,0,206,510,
00:03.6,0,0,0,0,0,207,510,
00:03.7,0,0,0,0,0,210,510,
00:03.7,0,0,0,0,0,207,509,
00:03.7,0,0,0,0,0,206,510,
00:03.7,0,0,0,0,0,210,508,
00:03.8,0,0,0,0,0,208,509,
00:03.8,0,0,0,0,0,206,509,
00:03.8,0,0,0,0,0,209,509,
00:03.8,0,0,0,0,0,208,509,
00:03.8,0,0,0,0,0,205,509,
00:03.9,0,0,0,0,0,208,509,
00:03.9,0,0,0,0,0,208,509,
00:03.9,0,0,0,0,0,205,509,
00:03.9,0,0,0,0,0,207,509,
00:04.0,0,0,0,0,0,209,509,
00:04.0,0,0,0,0,0,205,509,
00:04.0,0,0,0,0,0,207,509,
00:04.0,0,0,0,0,0,209,509,
00:04.0,0,0,0,0,0,205,509,
00:04.1,0,0,0,0,0,206,509,
00:04.1,0,0,0,0,0,209,509,
00:04.1,0,0,0,0,0,206,509,
00:04.1,0,0,0,0,0,205,509,
00:04.2,0,0,0,0,0,208,509,
00:04.2,0,0,0,0,0,206,509,
00:04.2,0,0,0,0,0,204,509,
00:04.2,0,0,0,0,0,208,509,
00:04.2,0,0,0,0,0,207,509,
00:04.3,0,0,0,0,0,204,509,
00:04.3,0,0,0,0,0,207,509,
00:04.3,0,0,0,0,0,207,509,
00:04.3,0,0,0,0,0,204,509,
00:04.3,0,0,0,0,0,206,510,
00:04.4,0,0,0,0,0,208,510,
00:04.4,0,0,0,0,0,204,511,
00:04.4,0,0,0,0,0,205,511,
00:04.4,0,0,0,0,0,208,512,
00:04.5,0,0,0,0,0,205,513,
00:04.5,0,0,0,0,0,205,513,
00:04.5,0,0,0,0,0,208,512,
00:04.5,0,0,0,0,0,205,512,
00:04.5,0,0,0,0,0,204,511,
00:04.6,0,0,0,0,0,208,510,
00:04.6,0,0,0,0,0,206,510,
00:04.6,0,0,0,0,0,204,510,
00:04.6,0,0,0,0,0,207,510,
00:04.7,0,0,0,0,0,207,510,
00:04.7,0,0,0,0,0,203,510,
00:04.7,0,0,0,0,0,206,510,
00:04.7,0,0,0,0,0,207,510,
00:04.7,0,0,0,0,0,204,509,
00:04.8,0,0,0,0,0,206,509,
00:04.8,0,0,0,0,0,208,509,
00:04.8,0,0,0,0,0,204,509,
00:04.8,0,0,0,0,0,204,508,
00:04.9,0,0,0,0,0,208,509,
00:04.9,0,0,0,0,0,204,510,
00:04.9,0,0,0,0,0,204,510,
00:04.9,0,0,0,0,0,207,510,
00:04.9,0,0,0,0,0,205,510,
00:05.0,0,0,0,0,0,203,510,
00:05.0,0,0,0,0,0,207,509,
00:05.0,0,0,0,0,0,205,509,
00:05.0,0,0,0,0,0,203,510,
00:05.0,0,0,0,0,0,206,510,
00:05.1,0,0,0,0,0,206,510,
00:05.1,0,0,0,0,0,202,510,
00:05.1,0,0,0,0,0,205,509,
00:05.1,0,0,0,0,0,206,510,
00:05.2,0,0,0,0,0,202,509,
00:05.2,0,0,0,0,0,204,509,
00:05.2,0,0,0,0,0,207,509,
00:05.2,0,0,0,0,0,203,509,
00:05.2,0,0,0,0,0,203,509,
00:05.3,0,0,0,0,0,206,508,
00:05.3,0,0,0,0,0,203,508,
00:05.3,0,0,0,0,0,202,508,
00:05.3,0,0,0,0,0,206,508,
00:05.4,0,0,0,0,0,204,509,
00:05.4,0,0,0,0,0,202,509,
00:05.4,0,0,0,0,0,205,509,
00:05.4,0,0,0,0,0,205,509,
00:05.4,0,0,0,0,0,202,509,
00:05.5,0,0,0,0,0,204,509,
00:05.5,0,0,0,0,0,205,509,
00:05.5,0,0,0,0,0,202,509,
00:05.5,0,0,0,0,0,204,509,
00:05.6,0,0,0,0,0,206,509,
00:05.6,0,0,0,0,0,202,509,
00:05.6,0,0,0,0,0,203,509,
00:05.6,0,0,0,0,0,206,509,
00:05.6,0,0,0,0,0,203,509,
00:05.7,0,0,0,0,0,202,510,
00:05.7,0,0,0,0,0,206,509,
00:05.7,0,0,0,0,0,203,509,
